movie_id,title,release_date,metascore,userscore,production_budget,worldwide_box_office,rating_id
si-atunci-ce-e-libertatea-(2021-romania),"ÃˆËœi atunci, ce e libertatea?",2021-07-16,,,,10223.0,
san-wan-gai-bian-(2021-china),San wan gai bian,2021-07-16,,,,8580000.0,
jihad-jane-(ireland),Jihad Jane,2020-02-14,,,,5981.0,
vay-babam-vay-(2021-turkey),Vay Babam Vay,2021-07-16,,,,18462.0,
ryu-to-sobakasu-no-hime-(2021-japan),Ryu to sobakasu no hime,2021-01-14,,,,60465150.0,
rock-paper-scissors-(2021),Rock Paper Scissors,2021-07-16,,,,,
out-of-death-(2021),Out of Death,2021-07-16,,,,31278.0,
roadrunner-a-film-about-anthony-bourdain-(2021),Roadrunner: A Film About Anthony Bourdain,2021-07-16,,,,5489646.0,
no-ordinary-man-(2021-canada),No Ordinary Man,2021-07-16,,,,,
pig-(2021),Pig,2021-07-16,,,,3839103.0,
master-ji-gong-(2021-china),Master Ji Gong,2021-07-16,,,,6240000.0,
maid-the-(2021-thailand),The Maid,2021-07-16,,,,208227.0,
nowhere-special,Nowhere Special,2021-07-16,,,,391798.0,
gosti-(russia)-(2019),Gosti,2019-03-07,,,,493346.0,
c-e-tempo-(italy)-(2019),C'ÃƒÂ¨ tempo,2019-03-07,,,,332266.0,
kuai-ba-wo-ge-dai-zou-2-(2021-china),Kuai Ba Wo Ge Dai Zou 2,2021-07-16,,,,4700000.0,
gloria-bell-(2019),Gloria Bell,2019-03-08,,,,9709531.0,
triple-frontier-(2019),Triple Frontier,2019-03-06,,,115000000.0,,
marx-puo-aspettare-(2021-italy),Marx puÃƒÂ² aspettare,2021-07-16,,,,214088.0,
mult-v-kino-vypusk-no-92-(russia)-(2019),Mult v. Kino Vypusk No. 92,2019-03-02,,,,89255.0,
kiss-kiss-(2019),Kiss Kiss,2019-03-05,,,,,
zalgirio-musis-(lithuania)(2019),Ã…Â½algirio mÃ…Â«Ã…Â¡is,2019-03-01,,,,57071.0,
yalan-dolan-(turkey)-(2019),Yalan Dolan,2019-03-01,,,,194390.0,
captain-marvel-(2019),Captain Marvel,2019-03-08,,,175000000.0,1129727388.0,
what-lies-ahead-(2019),What Lies Ahead,2019-03-01,,,,,
wedding-guest-the-(uk)-(2019),The Wedding Guest,2019-03-01,,,,,
yumorist-(czech-republic)-(2019),Yumorist,2019-03-01,,,,341859.0,
tintoretto-a-rebel-in-venice-(documentary)-(italy)-(2019),Tintoretto. A Rebel in Venice,2019-03-01,,,,453238.0,
virginia-minnesota-(2019),Virginia Minnesota,2019-03-01,,,,,
we-die-young-(2019),We Die Young,2019-03-01,,,,17886.0,
thadam-(india)(2019),Thadam,2019-03-01,,,,23791.0,
stray-(2019),Stray,2019-03-01,,,,219103.0,
sonchiriya-(india)-(2019),Sonchiriya,2019-03-01,,,,96056.0,
something-(2019),Something,2019-03-01,,,,,
sharkwater-extinction-(documentary)-(2019),Sharkwater Extinction,2019-03-01,,,,1713.0,
buffaloed,Buffaloed,2020-02-14,61.0,6.8,,,0.0
saint-judy-(2019),Saint Judy,2019-03-01,,,,196111.0,
brown-paper-bag,Brown Paper Bag,2020-02-14,,,,,
beentjes-van-sint-hildegard-de-(netherlands),De Beentjes Van Sint-Hildegard,2020-02-14,,,,7723484.0,
camp-cold-brook,Camp Cold Brook,2020-02-14,,,,,
after-midnight-(2020),After Midnight,2020-02-14,,,,,
ayyappanum-koshiyum-(india),Ayyappanum Koshiyum,2020-02-14,,,,86932.0,
world-famous-lover-(india),World Famous Lover,2020-02-13,,,,56787.0,
sonic-the-hedgehog-(japan)-(2020),Sonic The Hedgehog,2020-02-14,,,90000000.0,304925580.0,
akik-maradtak-(hungary),Akik maradtak,2020-02-14,,,,20731.0,
on-vodka-beers-and-regrets-(philippines),"On Vodka, Beers, And Regrets",2020-02-13,,,,1542.0,
agir-romantik-(turkey),AÃ„Å¸Ã„Â±r Romantik,2020-02-14,,,,250841.0,
jean-paul-gaultier-freak-and-chic-(france),Jean Paul Gaultier: Freak and Chic,2020-02-13,,,,18194.0,
lyod-2-(russia),Lyod 2,2020-02-13,,,,24599113.0,
gli-anni-piu-belli-(italy),Gli anni piÃƒÂ¹ belli,2020-02-13,,,,7101247.0,
kaptein-sabeltann-og-den-magiske-diamant-(norway),Kaptein Sabeltann og den magiske diamant,2020-12-11,,,,755161.0,
emma-(uk),Emma.,2020-02-21,,,10000000.0,26447347.0,
funhouse-(sweden),Funhouse,2020-05-28,,,,110571.0,
jungjikhan-hoobo-(s-korea),Jungjikhan Hoobo,2020-02-12,,,,11769569.0,
fantasy-island-(2020),Fantasy Island,2020-02-14,,,7000000.0,48579801.0,
besser-welt-als-nie-(2019-germany),Besser Welt als Nie,2020-02-13,,,,656710.0,
how-to-deter-a-robber-(2021),How to Deter a Robber,2021-07-16,,,,,
fien-en-teun-het-grote-dierenfeest-(2021-netherlands),Fien & Teun - Het grote dierenfeest,2021-07-16,,,,227447.0,
cilgin-ortak-(2021-turkey),Ãƒâ€¡ilgin Ortak,2021-07-16,,,,14847.0,
mult-v-kino-vypusk-no-113-(russia)-(2020),Mult v. Kino Vypusk No. 113,2020-02-13,,,,108533.0,
chyby-(2021-czech-republic),Chyby,2021-07-16,,,,65976.0,
van-gogh-in-love-(2021-france),Van Gogh in Love,2021-07-15,,,,14737.0,
rastorguev-(2021-russia),Rastorguev,2021-07-15,,,,1984.0,
1507-safak-vakti-(2021-turkey),15/07 Safak Vakti,2021-07-16,,,,356854.0,
paris-opera-ballet-le-parc-(2021-france),Le Parc,2021-07-15,,,,6821.0,
paul-kelly-stories-of-me-(2012-australia),Paul Kelly - Stories of Me,2021-07-15,,,,340233.0,
ora-ora-de-hitori-igumo-(2020-japan),Ora Ora de Hitori Igumo,2021-07-15,,,,34738.0,
nine-days,Nine Days,2021-07-30,72.0,6.9,,969204.0,2.0
met-opera-don-pasquale-(2010),Don Pasquale,2021-07-15,,,,11726.0,
can-you-bring-it-bill-t-jones-and-d-man-in-the-waters-(2021),Can You Bring It: Bill T. Jones and D-Man in the Waters,2021-07-16,,,,,
mesero-el-(2021-mexico),El Mesero,2021-07-15,,,,3101400.0,
here-after-(2021),Here After,2021-07-23,,,,25343.0,
ama-(2021-spain),Ama,2021-07-16,,,,25107.0,
great-learning-the-(2021-china),The Great Learning,2021-07-15,,,,1240000.0,
mult-v-kino-vypusk-no-128-(2021-russia),Mult v. Kino Vypusk No 128,2021-07-15,,,,87896.0,
become-who-you-are-(2020),Become Who You Are,2021-07-15,,,,4203.0,
of-love-and-law-(japan)(2017),Of Love & Law,2019-03-01,,,,7831.0,
ostwind-aris-ankunft-(germany)-(2019),Ostwind - Aris Ankunft,2019-03-01,,,,4818297.0,
oldur-beni-sevgilim-(turkey)-(2019),Ãƒâ€“ldÃƒÂ¼r Beni Sevgilim,2019-03-01,,,,1727351.0,
musabbar-(turkey)-(2019),Musabbar,2019-03-01,,,,22375.0,
ni-zui-(china)-(2019),Ni Zui,2019-03-01,,,,34755.0,
ninety-ml-(india)(2019),Ninety ML,2019-03-01,,,,6495.0,
mocha-(argentina)-(2019),Mocha,2019-03-01,,,,976.0,
misma-sangre-la-(argentina)-(2019),La Misma Sangre,2019-03-01,,,,286595.0,
met-opera-la-fille-du-regiment-(2019),Met Opera: La Fille Du Regiment,2019-03-01,,,,358787.0,
mapplethorpe-(2019),Mapplethorpe,2019-03-01,,,,,
madonna-and-the-breakfast-club-(documentary)-(2019),Madonna and the Breakfast Club,2019-03-01,,,,13622.0,
memoria-de-la-sangre-(argentina)-(2019),Memoria De La Sangre,2019-03-01,,,,295.0,
kodathi-samaksham-balan-vakeel-(india)(2019),Kodathi Samaksham Balan Vakeel,2019-03-01,,,,12911.0,
level-16-(canada)-(2019),Level 16,2019-03-01,,,,22625.0,
luka-chuppi-(india)(2019),Luka Chuppi,2019-03-01,,,,258854.0,
joseph-pulitzer-voice-of-the-people-(documentary)-(2019),Joseph Pulitzer: Voice of the People,2019-03-01,,,,,
jusqu-ici-tout-va-bien-(france)-(2019),Jusqu'ici tout va bien,2019-03-01,,,,4596272.0,
jimi-hendrix-electric-church-(documentary)-(2019),Jimi Hendrix: Electric Church,2019-01-31,,,,4725.0,
imagens-proibidas-(portugal)(2019),Imagens Proibidas,2019-03-01,,,,987.0,
in-my-room-(germany),In My Room,2019-10-11,,,,783.0,
hours-and-times-the-(1992),The Hours and Times,2019-03-01,,,,,
hai-phuong-(vietnam)-(2019),Hai Phuong,2019-03-01,,,,721039.0,
giant-little-ones-(canada)-(2019),Giant Little Ones,2019-03-01,,,,,
he-matado-a-mi-marido-(2019),Ã‚Â¡He matado a mi marido!,2019-03-01,,,,,
cordillere-des-songes-la-(chile),La cordillÃƒÂ¨re des songes,2020-02-12,,,,40624.0,
doors-break-on-thru-a-celebration-of-ray-manzarek-the,The Doors: Break on Thru Ã¢â‚¬â€ A Celebration of Ray Manzarek,2020-02-12,,,,,
after-parkland,After Parkland,2020-02-12,74.0,,,,0.0
foosballers,Foosballers,2020-02-11,,,,,
cruel-hearts,Cruel Hearts,2020-02-11,,,,,
guerrero-de-norte-y-sur-(argentina)-(2019),Guerrero de Norte y Sur,2019-03-01,,,,256.0,
zakhmi-(india),Zakhmi,2020-02-07,,,,12093.0,
varane-avashyamund-(india),Varane Avashyamund,2020-02-14,,,,54178.0,
vaanam-kottattum-(india),Vaanam Kottattum,2020-02-07,,,,20560.0,
wake-up,Wake Up,2020-02-07,,,,19911.0,
son-of-a-prominent-journalist-the,The Son of a Prominent Journalist,2020-02-07,,,,,
shikara-(india),Shikara,2020-02-07,,,,690750.0,
waiting-for-anya-(uk),Waiting for Anya,2020-02-07,,,,139504.0,
svina-(slovakia),SviÃ…Ë†a,2020-02-07,,,,2882031.0,
savaari-(india)(2019),Savaari,2020-02-07,,,,491.0,
samsam-(france),SamSam,2020-08-07,,,,3316699.0,
sahane-hayaller-(turkey),Sahane Hayaller,2020-02-07,,,,290238.0,
wotaku-ni-koi-wa-muzukashii-(japan),Wotaku ni Koi wa Muzukashii,2020-02-07,,,,11702371.0,
padre-medico-el-(lithuania),El padre medico,2020-02-07,,,,8764.0,
puerto-almanza-(argentina),Puerto Almanza,2020-02-07,,,,150.0,
notre-dame-du-nil-(france),Notre-Dame du Nil,2020-02-07,,,,76635.0,
titane-(france),Titane,2021-10-01,,,,4915987.0,
nuestras-madres-(guatemala),Nuestras madres,2020-05-01,,,,1347.0,
modelar-(cz),ModelÃƒÂ¡Ã…â„¢,2020-02-07,,,,263617.0,
pertsa-and-kilu-(2021-finland),Pertsa & Kilu,2021-07-14,,,,1008775.0,
rang-zong-(2021-thailand),Rang Zong,2021-07-14,,,,8005077.0,
mystere-a-saint-tropez-(2021-france),MystÃƒÂ¨re ÃƒÂ  Saint-Tropez,2021-07-14,,,,1578107.0,
space-jam-a-new-legacy,Space Jam: A New Legacy,2021-07-16,36.0,3.4,150000000.0,144003749.0,1.0
bergman-island-(france),Bergman Island,2021-10-15,,,,741438.0,
zai-jian-wang-xian-sen-(2019-china),Zai Jian Wang Xian Sen,2021-07-09,,,,2070000.0,
peri-(turkey),Peri,2020-02-07,,,,7538.0,
wheel-of-fortune-and-fantasy-(2021-japan),Wheel of Fortune and Fantasy,2021-07-09,,,,194444.0,
gunpowder-milkshake,Gunpowder Milkshake,2021-07-14,47.0,4.3,,859503.0,2.0
vysehrad-seryjal-(2021-czech-republic),VyÃ…Â¡ehrad: SeryjÃƒÂ¡l,2021-07-09,,,,118490.0,
tokyo-revengers-(2021-japan),Tokyo Revengers,2021-07-09,,,,39209539.0,
todo-tren-destino-asturias-a-(2021-spain),Ã‚Â¡A todo tren! Destino Asturias,2021-07-09,,,,9577535.0,
ghahreman-(2021-iran),Ghahreman,2021-11-12,,,,902537.0,
sorcieres-de-l-orient-les-(2021-france),Les sorciÃƒÂ¨res de lÃ¢â‚¬â„¢Orient,2021-07-09,,,,1970.0,
sayyedat-al-bahr-(2021-saudi-arabia),Sayyedat al-Bahr,2021-07-09,,,,,
ubal-a-zmiz-(2021-czech-republic),Ubal a zmiz,2021-07-09,,,,137821.0,
nog-grotere-slijmfilm-de-(2021-netherlands),De Nog Grotere Slijmfilm,2021-07-09,,,,2248849.0,
red-boat-the-(2021-china),The Red Boat,2021-07-09,,,,1660000.0,
summertime,Summertime,2021-07-09,72.0,7.3,,,0.0
muz-so-zajacimi-usami-(2021-slovakia),MuÃ…Â¾ so zajaÃ„ï¿½ÃƒÂ­mi uÃ…Â¡ami,2021-07-09,,,,36094.0,
mazel-a-tajemstvi-lesa-(2021-czech-republic),Mazel a tajemstvÃƒÂ­ lesa,2021-07-09,,,,25753.0,
imaginationland-(2021),ImaginationLand,2021-07-09,,,,33179.0,
loneliest-whale-the-search-for-52-the-(2021),The Loneliest Whale: The Search for 52,2021-07-09,,,,,
mosley-(2021-united-kingdom),Mosley,2021-07-09,,,,54.0,
entre-gatos-universalmente-pardos-(argentina)-(2019),Entre Gatos Universalmente Pardos,2019-03-01,,,,545.0,
engineer-imagines-an-(ireland)(2019),An Engineer Imagines,2019-03-01,,,,4968.0,
devil-s-path-(2019),DevilÃ¢â‚¬â„¢s Path,2019-03-01,,,,,
cycles-(argentina)-(2019),Cycles,2019-03-01,,,,86.0,
eiga-doraemon-nobita-no-getsumen-tansaki-(south-korea)-(2019),Eiga Doraemon: Nobita no Getsumen Tansaki,2019-03-01,,,,63191904.0,
cliffs-of-freedom-(2019),Cliffs of Freedom,2019-03-01,,,,,
clube-dos-canibais-o-(brazil)-(2019),O Clube dos Canibais,2019-03-01,,,,,
cinderela-pop-(brazil)-(2019),Cinderela Pop,2019-03-01,,,,1590843.0,
ce-magnifique-gateau-(belgium)-(2019),Ce magnifique gÃƒÂ¢teau!,2019-03-01,,,,,
burning-men-(uk)(2019),Burning Men,2019-03-01,,,,2701.0,
boy-who-harnessed-the-wind-the-(uk)-(2019),The Boy Who Harnessed the Wind,2019-03-01,,,,,
beers-of-joy-(documentary)-(2019),Beers of Joy,2019-03-01,,,,,
celle-que-vous-croyez-(france)-(2019),Celle que vous croyez,2019-09-03,,,,3094676.0,
apollo-11-(documentary)-(2019),Apollo 11,2019-03-01,,,,12125518.0,
antonio-lopez-apuntes-del-natural-(spain)(2019),Antonio Lopez. Apuntes del natural,2019-03-01,,,,3792.0,
aftermath-the-(2019),The Aftermath,2019-03-15,,,,8242415.0,
a-portuguesa-(portugal)(2019),A Portuguesa,2019-03-01,,,,7982.0,
4-latas-(spain)(2019),4 Latas,2019-03-01,,,,455851.0,
amanecer-en-mi-tierra-(argentina),Amanecer en mi tierra,2019-03-01,,,,420.0,
lur-eta-amets-(spain),Lur eta Amets,2020-02-07,,,,33638.0,
love-live-fest-love-live-9th-anniversary-concert-(japan),Love Live Fest: Love Live! 9th Anniversary Concert,2020-02-07,,,,23594.0,
alone-together-(philippines)(2019),Alone/Together,2019-03-01,,,,66119.0,
kruimeltje-en-de-strijd-om-de-goudmijn-(netherlands),Kruimeltje en de Strijd om de Goudmijn,2020-02-07,,,,1000112.0,
kishiryu-sentai-ryuusouja-bui-esu-rupanrenja-bui-esu-patorenja-(japan),KishiryÃƒÂ» Sentai RyuusoujÃƒÂ¢ Bui Esu RupanrenjÃƒÂ¢ Bui Esu PatorenjÃƒÂ¢,2020-02-07,,,,2242513.0,
kem-chho-(india),Kem Chho?,2020-02-07,,,,3404.0,
inunaki-mura-(japan),Inunaki Mura,2020-02-07,,,,11655005.0,
in-my-blood-it-runs-(australia),In My Blood it Runs,2020-02-07,,,,282646.0,
humraz-cin-tarikati-(turkey),Humraz: Cin Tarikati,2020-02-07,,,,8633.0,
jaanu-(india),Jaanu,2020-02-07,,,,33702.0,
hashtag-jesuisla-(france),#jesuislÃƒ,2020-02-07,,,,1567829.0,
hacked-(india),Hacked,2020-02-07,,,,147918.0,
grote-slijmfilm-de-(netherlands),De Grote Slijmfilm,2020-02-07,,,,2046932.0,
drakulics-elvtars-(hungary),Drakulics elvtÃƒÂ¡rs,2020-02-07,,,,5396.0,
ducobu-3-(france),Ducobu 3,2020-02-07,,,,12157793.0,
dream-round,Dream Round,2020-02-07,,,,,
derniere-vie-de-simon-la-(france),La derniÃƒÂ¨re vie de Simon,2020-02-07,,,,92286.0,
cravate-la-(france),La cravate,2020-02-07,,,,131242.0,
enkel-fur-anfanger-(germany),Enkel fÃƒÂ¼r AnfÃƒÂ¤nger,2020-11-27,,,,4353507.0,
come-to-daddy-(ireland),Come to Daddy,2020-02-07,,,,120405.0,
black-wall-street-burning,Black Wall Street Burning,2020-02-07,,,,,
dnevnik-diane-budisavljevic-(croatia),Dnevnik Diane Budisavljevic,2020-02-07,,,,18370.0,
arima-(spain),Arima,2020-02-07,,,,6032.0,
honey-lemon-soda-(2021-japan),Honey Lemon Soda,2021-07-09,,,,8441488.0,
cane-river,Cane River,2020-02-07,80.0,,,,0.0
death-of-nintendo-(2021),Death of Nintendo,2021-07-09,,,,,
bem-bom-(2021-portugal),Bem Bom,2021-07-09,,,,556922.0,
american-965-(2021-united-kingdom),American 965,2021-07-09,,,,,
occhi-blu-(2021-italy),Occhi blu,2021-07-08,,,,21604.0,
atlas-(2021-switzerland),Atlas,2021-07-09,,,,5617.0,
mad-bastards-(2010-australia),Mad Bastards,2021-07-08,,,,324967.0,
igor-butman-improvisation-in-search-of-a-dialogue-(2021-russia),Igor Butman. Improvisation In Search Of A Dialogue,2021-07-08,,,,417.0,
chinese-doctors-(2021-china),Chinese Doctors,2021-07-08,,,,206113514.0,
book-of-vision-the-(2021-italy),The Book of Vision,2021-07-08,,,,110117.0,
ibeonen-jal-doegettda-(2021-south-korea),Ibeonen Jal Doegettda,2021-07-08,,,,60809.0,
price-of-freedom-the-(2021),The Price of Freedom,2021-07-07,,,,,
ssissitibi-(2020-south-korea),Ssissitibi,2021-07-07,,,,1846.0,
kuessipan-(2021-canada),Kuessipan,2021-07-07,,,,55366.0,
achoura-(2021-france),Achoura,2021-07-08,,,,294614.0,
black-widow-(2021),Black Widow,2021-07-09,,,200000000.0,379751655.0,
per-lucio-(2021-italy),Per Lucio,2021-07-05,,,,117701.0,
annette-(2021),Annette,2021-08-06,,,15500000.0,3348707.0,
syameon-rodeu-(2018-south-korea),Syameon Rodeu,2021-07-03,,,,3110.0,
118-(india)(2019),118,2019-03-01,,,,5123.0,
realm-of-terracotta-(2021-china),Realm of Terracotta,2021-07-03,,,,10740000.0,
lyubovnitsy-(russia)-(2019),Lyubovnitsy,2019-02-28,,,,4815352.0,
passenger-from-san-francisco-(russia)-(2019),Passenger from San Francisco,2019-02-28,,,,793.0,
domani-e-un-altro-giorno-(italy)-(2019),Domani ÃƒÂ¨ un altro Giorno,2019-02-28,,,,3967650.0,
na-beregu-mechty-(russia)-(2019),Na beregu mechty,2019-02-28,,,,4521.0,
croce-e-delizia-(italy)-(2019),Croce e Delizia,2019-02-28,,,,1368208.0,
nice-girls-don-t-stay-for-breakfast-(documentary),Nice Girls DonÃ¢â‚¬â„¢t Stay for Breakfast,2019-02-27,,,,,
tyler-perrys-a-madea-family-funeral-(2019),Tyler PerryÃ¢â‚¬â„¢s A Madea Family Funeral,2019-03-01,,,20000000.0,74781999.0,
hwanggeo-yukwansun-iyagi-(s-korea)(2019),Hwanggeo: Yukwansun Iyagi,2019-02-27,,,,8148634.0,
greta-(2019),Greta,2019-03-01,,,,18745868.0,
eojjeoda-kyeolhun-(s-korea)(2019),Eojjeoda kyeolhun,2019-02-27,,,,514875.0,
jajeonchawang-eombokdong-(s-korea)(2019),Jajeonchawang eombokdong,2019-02-27,,,,1135715.0,
chilgok-gasinadeul-(s-korea)(2019),Chilgok gasinadeul,2019-02-27,,,,292342.0,
three-changes-mountain-changes-(documentary)-(china)-(2019),"Three Changes, Mountain Changes",2019-02-26,,,,26942.0,
allins-the-(denmark),The Allins,2019-02-23,,,,,
chasing-portraits-(documentary)-(2019),Chasing Portraits,2019-02-26,,,,,
wrestle-(documentary)-(2019),Wrestle,2019-02-22,,,,,
hokago-senki-(japan)(2018),HÃƒÂ´kago senki,2019-02-26,,,,33597.0,
undermined-tales-of-the-kimberley-(oz)(2019),Undermined: Tales Of The Kimberley,2019-02-22,,,,28916.0,
total-dhamaal-(india)-(2019),Total Dhamaal,2019-02-22,,,,16688123.0,
velikiy-severnyy-put-(russia)-(2019),Velikiy severnyy put,2019-02-22,,,,37894.0,
uhori-maji-nabito-(cz)(2019),ÃƒÅ¡hoÃ…â„¢i majÃƒÂ­ nabito,2019-02-22,,,,109591.0,
tez-13-gece-(turkey)-(2019),Tez: 13. Gece,2019-02-22,,,,15888.0,
andres-carrasco-ciencia-disruptiva-(argentina),"AndrÃƒÂ©s Carrasco, Ciencia disruptiva",2020-02-07,,,,264.0,
tonde-saitama-(japan)-(2019),Tonde Saitama,2019-02-22,,,,32802348.0,
il-ladro-di-giorni-(italy),Il ladro di giorni,2020-02-06,,,,74748.0,
malchik-russkiy-(russia),Malchik russkiy,2020-02-06,,,,13940.0,
geuljangpan-miniteukgongdae-gongryongwang-dino-(s-korea),Geuljangpan miniteukgongdae: Gongryongwang Dino,2020-02-06,,,,495815.0,
cruel-peter-(italy),Cruel Peter,2020-03-13,,,,163925.0,
365-dni-(poland),365 Dni,2020-02-07,,,,9458333.0,
keullojet-(s-korea),Keullojet,2020-02-05,,,,8948595.0,
obsidian-curse-the,The Obsidian Curse,2020-02-05,,,,854.0,
fille-au-bracelet-la-(france),La fille au bracelet,2020-02-05,,,,2790928.0,
miniforce-deeno-the-king-of-dinosaurs-(2020-south-korea),Miniforce: Deeno the King of Dinosaurs,2020-02-06,,,,3550000.0,
birds-of-prey-(and-the-fantabulous-emancipation-of-one-harley-quinn)-(2020),Birds of Prey,2020-02-07,,,82000000.0,201852140.0,
zhong-kui-zhuo-yao-ji-zhi-meng-mo-chun-shuo-(china),Zhong Kui Zhuo Yao Ji Zhi Meng Mo Chun Shuo,2020-02-03,,,,4013.0,
mult-v-kino-vypusk-no-112-(russia)-(2020),Mult v. Kino Vypusk No. 112,2020-02-01,,,,73218.0,
vsi-proti-vsem-(slovenia),Vsi Proti Vsem,2020-01-31,,,,6376.0,
wasp-network,Wasp Network,2020-01-31,54.0,5.2,,1541585.0,2.0
traducteurs-les-(france),Les traducteurs,2020-01-31,,,,3099550.0,
superhombre-(romania),Superhombre,2020-01-31,,,,9455.0,
talking-about-trees-(sudan),Talking About Trees,2020-01-31,,,,4568.0,
taylor-swift-miss-americana,Taylor Swift: Miss Americana,2020-01-31,,,,,
zhou-enlai-in-his-childhood-(2021-china),Zhou Enlai in His Childhood,2021-07-02,,,,2210000.0,
kenzeli-(2021-russia),Kenzeli,2021-07-03,,,,,
viajante-la-(2021-spain),La viajante,2021-07-02,,,,1924.0,
whitetail-(2021),Whitetail,2021-07-02,,,,,
ultimo-banho-o-(2020-portugal),O ÃƒÅ¡ltimo Banho,2021-07-02,,,,2287.0,
simple-women-(italy),Simple Women,2021-07-02,,,,1188.0,
summer-of-soul-or-when-the-revolution-could-not-be-televised-(2021),Summer of Soul,2021-07-02,,,,2970724.0,
till-death-(2021-horror),Till Death,2021-07-02,,,,334688.0,
we-intend-to-cause-havoc-(2021-czech-republic),We Intend to Cause Havoc,2021-07-02,,,,490.0,
mstitel-(2021-czech-republic),Mstitel,2021-07-02,,,,5332.0,
phantom-the-(2021-united-kingdom),The Phantom,2021-07-02,,,,,
last-man-standing-suge-knight-and-the-murders-of-biggie-and-tupac-(2021-united-kingdom),Last Man Standing: Suge Knight and the Murders of Biggie & Tupac,2021-08-27,,,,,
some-of-our-stallions,Some of Our Stallions,2021-07-02,,,,,
karinca-(2021-turkey),Karinca,2021-07-02,,,,9921.0,
kameleon-aan-de-ketting-de-(2021-netherlands),De Kameleon aan de ketting,2021-07-02,,,,491281.0,
hombre-muerto-no-sabe-vivir-(2021-spain),Hombre muerto no sabe vivir,2021-07-02,,,,22487.0,
iltalanae-(2021-south-korea),Iltalanae,2021-07-02,,,,440.0,
lady-boss-the-jackie-collins-story-(2021-united-kingdom),Lady Boss: The Jackie Collins Story,2021-07-02,,,,22542.0,
hababam-sinifi-yaz-oyunlari-(2021-turkey),Hababam Sinifi Yaz Oyunlari,2021-07-02,,,,175796.0,
gekijouban-nanatsu-no-taizai-hikari-ni-norowareshi-mono-tachi-(2021-japan),Gekijouban Nanatsu no Taizai: Hikari ni Norowareshi Mono-tachi,2021-07-02,,,,1094673.0,
god-committee-the-(2021),The God Committee,2021-07-02,,,,,
formenter-el-mar-de-las-palabras-(2021-spain),"Formentor, el mar de las palabras",2021-07-02,,,,630.0,
sai-de-baixo-o-filme-(brazil)-(2019),Sai De Baixo - O Filme,2019-02-22,,,,1753493.0,
portugal-nao-esta-a-venda-(portugal)(2019),Portugal NÃƒÂ£o EstÃƒÂ¡ ÃƒÂ  Venda,2019-02-22,,,,33134.0,
pasmerkti-kauno-romanas-(lithuania)(2019),Pasmerkti. Kauno romanas,2019-02-22,,,,573309.0,
run-the-race-(2019),Run the Race,2019-02-22,,,1500000.0,,
prosecuting-evil-the-extraordinary-world-of-ben-ferencz-(documentary)-(canada)-(2019),Prosecuting Evil: The Extraordinary World of Ben Ferencz,2019-02-22,,,,,
paradise-beach-(france)-(2019),Paradise Beach,2019-02-22,,,,186410.0,
paddleton-(2019),Paddleton,2019-02-22,,,,,
ntr-mahanayakudu-(india)(2019),NTR: Mahanayakudu,2019-02-22,,,,21295.0,
opera-de-paris-simon-boccanegra-(france)(2019),Opera De Paris: Simon Boccanegra,2019-02-22,,,,6081.0,
ostrym-nozom-(slovakia)(2019),OstrÃƒÂ½m noÃ…Â¾om,2019-02-22,,,,252267.0,
northern-ballet-bite-sized-ballet-elves-and-the-shoemaker-(uk)(2019),Northern Ballet Bite Sized Ballet: Elves and The Shoemaker,2019-02-22,,,,31009.0,
lkg-(india)(2019),LKG,2019-02-22,,,,30259.0,
leonardo-cinquecento-(italy)-(2019),Leonardo Cinquecento,2019-02-22,,,,262446.0,
new-york-in-new-york-(turkey)-(2019),New York in New York,2019-02-22,,,,2712.0,
law-of-moises-the-(2019),The Law of Moises,2019-02-22,,,,,
kobiety-mafii-2-(poland)-(2019),Kobiety mafii 2,2019-02-22,,,,6276042.0,
kumbalangi-nights-(india)(2019),Kumbalangi Nights,2019-02-22,,,,58970.0,
no-te-supe-perder-(spain)(2019),No te supe perder,2019-02-22,,,,428.0,
iron-orchard-the-(2019),The Iron Orchard,2019-02-22,,,,,
happy-hour-(argentina)-(2017),Happy Hour,2019-02-22,,,,7848.0,
hotel-mumbai-(australia)-(2019),Hotel Mumbai,2019-03-22,,,17300000.0,21132855.0,
lancaster-skies-(uk)(2019),Lancaster Skies,2019-02-22,,,,67698.0,
high-end-yaariyaan-(india)(2019),High End Yaariyaan,2019-02-22,,,,39300.0,
show-me-the-picture-the-story-of-jim-marshall-(uk),Show Me The Picture: The Story Of Jim Marshall,2020-01-31,,,,11800.0,
sound-of-metal,Sound of Metal,2020-11-20,82.0,7.9,5400000.0,516819.0,2.0
rumbo-al-mar-(argentina),Rumbo al Mar,2020-01-31,,,,10064.0,
revenir-(france),Revenir,2020-01-31,,,,135628.0,
quezons-game-(philippines),Quezon's Game,2020-01-31,,,,9136.0,
rhythm-section-the-(uk),The Rhythm Section,2020-01-31,,,50000000.0,5983043.0,
planeta-5000-(spain),Planeta 5000,2020-01-31,,,,1654.0,
payasos-los-(argentina),Los Payasos,2020-01-31,,,,102.0,
para-toda-la-muerte-(spain),Para toda la muerte,2020-01-31,,,,85749.0,
ping-keu-pong-si-ne-ma-kon-seo-teu-u-ju-dae-tam-heom-(south-korea),ping-keu-pong si-ne-ma kon-seo-teu : u-ju-dae-tam-heom,2020-01-31,,,,111221.0,
